"id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","condition.ind"
9510970520,638000,3,2.5,2110,3600,"2","0","0","3","9",2110,0,2005,0,"0"
7348200195,173250,3,1,990,12696,"1.5","0","0","3","7",990,0,1936,0,"0"
3022079080,650000,4,2.5,3420,222156,"2","0","0","3","9",3420,0,2002,0,"0"
8923600020,1880000,5,3.5,4390,6220,"2","0","3","3","9",3170,1220,2013,0,"0"
3975400045,920000,6,3,3300,4218,"2","0","0","3","8",2200,1100,1970,0,"0"
2296500136,839900,-1,3.5,3810,13592,"1","0","1","3","9",2560,1250,2013,0,"0"
1471700410,310000,-1,1.5,2660,15111,"1.5","0","0","4","7",2660,0,1962,0,"1"
809001525,890000,-1,1,2550,4000,"2","0","0","3","8",2370,180,1905,0,"0"
2457200040,280000,-1,2.25,1810,7630,"1","0","0","4","7",1810,0,1959,0,"1"
1525069134,1295000,4,3.5,3790,90169,"2","0","0","3","11",3790,0,1998,0,"0"
7905200037,515000,3,1.75,1810,5733,"1","0","0","4","7",1010,800,1926,0,"1"
2490200320,545000,3,1.75,1680,6200,"1.5","0","0","3","7",1680,0,1916,0,"0"
1775930440,479000,3,2.25,2110,11319,"2","0","0","4","8",2110,0,1978,0,"1"
7680400050,571000,5,1.75,2280,43560,"1","0","1","4","8",1380,900,1949,0,"1"
6084601060,270000,3,2.5,1770,8640,"1","0","0","3","7",1420,350,1986,0,"0"
3316500200,612500,4,2,1690,35346,"1","0","0","3","7",1690,0,1967,0,"0"
2301400640,891000,4,2,2330,5000,"1.5","0","0","5","7",1720,610,1925,0,"1"
1105000229,285000,5,3,2110,5260,"2","0","0","3","7",1670,440,2002,0,"0"
2719100115,690000,3,2,2360,6149,"2","0","3","3","8",1560,800,1926,1989,"0"
3450300430,317500,4,1.5,1730,7700,"1","0","0","4","7",1010,720,1963,0,"1"
3034200036,438000,2,1,1630,9255,"1","0","0","3","7",1630,0,1941,0,"0"
2475201180,303000,3,2.5,1560,4100,"2","0","0","3","7",1560,0,1985,0,"0"
5406500170,645000,4,2.5,2780,4200,"2","0","0","3","8",2780,0,2001,0,"0"
2475200330,350000,3,2.25,2010,4400,"1.5","0","0","3","7",2010,0,1986,0,"0"
3127200021,850000,4,3.5,4140,7089,"2","0","0","3","10",3160,980,2003,0,"0"
4038700720,525126,5,2.25,1950,8025,"1","0","2","3","7",1150,800,1960,0,"0"
1568100730,325000,2,2,1040,5796,"1","0","2","4","6",1040,0,1921,0,"1"
1139600270,3e+05,3,2.75,2090,9620,"1","0","0","3","8",1340,750,1987,0,"0"
1546600230,726000,3,2.5,2040,10033,"1","0","0","4","8",1420,620,1974,0,"1"
1823049178,2e+05,2,1,1010,7200,"1","0","0","3","6",1010,0,1956,0,"0"
9828701747,6e+05,3,1,970,4800,"1","0","0","3","6",970,0,1950,0,"0"
1788700070,170000,2,1,810,8424,"1","0","0","4","6",810,0,1959,0,"1"
5561400740,593500,5,3.25,4300,50405,"2","0","0","3","8",3220,1080,1972,0,"0"
6072760210,437850,4,2.25,2670,14255,"1","0","0","4","8",1610,1060,1975,0,"1"
798000062,286000,3,1.75,1770,9000,"1","0","0","3","7",1090,680,1954,0,"0"
9279200910,770000,4,2.25,2730,5000,"1","0","0","5","7",1460,1270,1955,0,"1"
5469502380,599950,4,3.5,3730,15029,"2","0","2","3","10",2440,1290,1991,0,"0"
2115510330,287500,3,2.25,2030,8690,"1","0","0","4","8",1360,670,1986,0,"1"
3629160060,720000,4,2.75,3370,7634,"1","0","2","5","8",2110,1260,1977,0,"1"
2061100435,499950,3,1,1440,5580,"1.5","0","0","3","7",1440,0,1908,0,"0"
2112700240,309000,3,1,1092,7500,"1.5","0","0","3","6",1092,0,1918,0,"0"
5309101050,489950,3,2,1580,4010,"1","0","0","4","7",790,790,1909,0,"1"
3822200164,423500,3,2.25,1890,7498,"1","0","0","3","7",1190,700,1987,0,"0"
7732410370,898000,5,2.25,2700,9000,"2","0","0","5","9",2700,0,1987,0,"1"
2768100690,513000,3,1.75,1710,5000,"1","0","0","4","7",1110,600,1944,0,"1"
3448000270,398500,3,1,1200,15960,"1.5","0","0","3","6",1200,0,1945,0,"0"
3546000070,255000,3,1.75,1700,7532,"1","0","0","3","7",1700,0,1987,0,"0"
2698200210,274000,3,1.75,1440,7198,"1","0","0","3","7",990,450,1981,0,"0"
2922059212,480000,6,5,3028,18055,"2","0","0","3","7",3028,0,2005,0,"0"
1426049054,450000,3,1.75,1400,13775,"1","0","0","3","8",1400,0,1963,0,"0"
8924100370,1205000,4,3.5,3590,5335,"2","0","2","3","9",3140,450,2006,0,"0"
7334501250,325000,3,2.5,1870,9825,"1","0","0","4","7",1250,620,1994,0,"1"
7569450480,286000,3,2.5,1680,4226,"2","0","0","3","8",1680,0,2003,0,"0"
8682290410,694000,2,2.5,2320,9311,"1","0","0","3","8",2320,0,2007,0,"0"
7214780050,623000,4,2.5,2710,49044,"2","0","0","3","9",2710,0,1988,0,"0"
3438502731,323000,3,1.5,1720,7110,"1","0","0","3","8",1720,0,1955,0,"0"
2019200480,220000,3,2.25,1470,7518,"1","0","0","3","7",1160,310,1985,0,"0"
2862100205,469950,5,2,1220,4200,"1","0","0","4","6",1090,130,1921,0,"1"
9822700190,1280000,9,4.5,3650,5000,"2","0","0","3","8",2530,1120,1915,2010,"0"
7234601166,485500,2,1.5,1340,1286,"2","0","0","3","8",1190,150,2006,0,"0"
925049360,512000,2,2,1270,3881,"1","0","0","4","6",610,660,1926,0,"1"
9517200610,370000,3,1.75,1290,10117,"1","0","0","3","7",1290,0,1984,0,"0"
6928000590,349000,3,1.75,1590,9620,"1","0","0","3","7",1590,0,1988,0,"0"
4178310080,768000,5,2.75,3030,13640,"2","0","0","4","8",3030,0,1980,0,"1"
2663000050,525000,4,1,1570,4000,"1.5","0","0","3","7",1570,0,1920,0,"0"
2608300103,225000,3,2.5,1020,2040,"2","0","0","3","7",720,300,2004,0,"0"
7605800050,1e+06,3,2.5,2730,5832,"2","0","0","3","9",2730,0,1998,0,"0"
4100000140,640000,4,1.75,2060,9828,"1","0","0","4","8",2060,0,1960,0,"1"
3820350140,3e+05,3,2.5,1590,3381,"2","0","0","3","7",1590,0,2000,0,"0"
1463400081,230000,3,1.75,1260,10164,"1","0","0","4","6",1260,0,1964,0,"1"
3172600151,250000,4,1,1550,7296,"1.5","0","0","3","6",1550,0,1957,0,"0"
8825900020,925000,5,3,2710,4200,"2","0","0","3","7",1890,820,1919,2014,"0"
3343301490,818500,5,3.5,0,12957,"2","0","1","3","9",3110,1680,2005,0,"0"
6837820030,389950,4,2.5,0,8060,"2","0","0","3","9",3140,0,1991,0,"0"
2291400566,375000,4,1,0,6820,"1.5","0","0","3","6",1450,0,1947,0,"0"
1787600165,396500,3,1.75,2390,7149,"1","0","0","3","8",1350,1040,1955,0,"0"
4022902715,525000,5,3.25,2480,10277,"2","0","0","5","8",1640,840,1993,0,"1"
6202600070,1102030,5,2.5,3890,27311,"2","0","2","3","10",3890,0,1950,1990,"0"
424049043,450000,9,7.5,4050,6504,"2","0","0","3","7",4050,0,1996,0,"0"
8856920550,378000,3,2.5,2130,8404,"2","0","0","3","8",2130,0,1991,0,"0"
1450100020,208000,3,1,1300,7420,"1","0","0","4","6",1300,0,1960,0,"1"
2473390440,340000,3,2.25,1900,8125,"1","0","0","3","7",1540,360,1969,0,"0"
1523069128,625000,5,2.75,2910,85377,"1","0","0","4","8",1510,1400,1966,0,"1"
8943600360,299000,3,2.25,1350,3582,"2","0","0","3","8",1350,0,2010,0,"0"
9297300395,435000,3,1,1270,4000,"1.5","0","2","3","7",1270,0,1928,0,"0"
7436300160,409900,2,2.5,1590,1845,"2","0","0","3","9",1590,0,1997,0,"0"
3235100080,260000,2,1,770,7906,"1","0","0","4","6",770,0,1948,0,"1"
9558020890,334950,3,2.5,1620,2930,"2","0","0","3","8",1620,0,2002,0,"0"
1223039235,605000,5,2.75,2910,13332,"2","0","0","4","8",2910,0,1940,1991,"1"
1313000240,708000,5,2,3180,10800,"1","0","0","3","8",1910,1270,1968,0,"0"
3342103281,5e+05,4,1,1160,20100,"1","0","0","4","6",820,340,1913,0,"1"
1151100165,286300,2,1,1000,31838,"1","0","0","3","7",1000,0,1962,0,"0"
5615100330,2e+05,4,2,1900,8160,"1","0","0","3","7",1900,0,1975,0,"0"
3126069068,485000,4,1.75,2560,43995,"2","0","0","4","7",2560,0,1962,0,"1"
8822901024,310000,3,2,1290,886,"3","0","0","3","7",1290,0,2004,0,"0"
4006000571,183750,5,2.75,1650,5453,"1","0","0","3","7",1650,0,1970,0,"0"
1370800935,1400000,3,2,2020,5500,"1.5","0","3","3","10",1790,230,1937,0,"0"
3342101785,550000,3,2.5,2510,5400,"2","0","0","3","9",2510,0,1992,0,"0"
1051000040,1824100,3,2.25,3330,20053,"2","0","0","3","9",3330,0,1968,1998,"0"
3303860030,495000,4,2.5,4060,8547,"2","0","0","3","9",2790,1270,2007,0,"0"
7635801350,595000,3,1.75,2220,22081,"1.5","0","0","4","7",2220,0,1922,0,"1"
7853210140,359000,3,2.5,1450,3850,"2","0","0","3","7",1450,0,2004,0,"0"
4307310400,324500,3,2.5,1590,4108,"2","0","0","3","7",1590,0,2003,0,"0"
3523069060,415000,3,1.75,1340,63597,"1","0","0","4","7",1340,0,1963,0,"1"
6141100445,499000,2,1.5,1540,6549,"2","0","0","3","7",1540,0,1980,0,"0"
4037200295,525000,3,1.75,1520,8835,"1","0","0","4","7",1520,0,1957,0,"1"
3797001920,310000,2,1,700,3000,"1","0","0","4","6",700,0,1918,0,"1"
8682291730,530000,2,2,1680,4950,"1","0","0","3","8",1680,0,2006,0,"0"
1623300055,823000,5,1.75,2640,7722,"1.5","0","0","4","7",1650,990,1915,0,"1"
7399800110,565000,4,2.75,1960,48787,"1.5","0","0","4","9",1960,0,1983,0,"1"
3522059196,355000,3,1.75,2040,22693,"1","0","0","4","8",2040,0,1980,0,"1"
475000080,515000,2,1.5,1400,5000,"1","0","0","4","7",1150,250,1904,0,"1"
1105000015,417000,2,1,920,6600,"1","0","0","3","6",920,0,1919,2003,"0"
4045800040,715000,4,2.5,2370,10000,"1","0","0","5","8",1660,710,1974,0,"1"
2597450250,1160000,4,2.5,3860,10361,"2","0","2","4","10",2940,920,1985,0,"1"
